Species,Area,Year,Catch
Scads NEI,"Indian Ocean, Western",2021,7502.72
Scads NEI,"Indian Ocean, Western",2022,57160.83
Scads NEI,"Indian Ocean, Western",2023,65041.32
Sea catfishes NEI,"Indian Ocean, Eastern",2014,0
Sea catfishes NEI,"Indian Ocean, Eastern",2015,73000
Sea catfishes NEI,"Indian Ocean, Eastern",2016,68300
Sea catfishes NEI,"Indian Ocean, Eastern",2017,70220
Sea catfishes NEI,"Indian Ocean, Eastern",2018,84700.88
Sea catfishes NEI,"Indian Ocean, Eastern",2019,47989.63
Sea catfishes NEI,"Indian Ocean, Eastern",2020,55775.52
Sea catfishes NEI,"Indian Ocean, Eastern",2021,13941.28
Sea catfishes NEI,"Indian Ocean, Eastern",2022,106214.17
Sea catfishes NEI,"Indian Ocean, Eastern",2023,117688.78
Sea catfishes NEI,"Indian Ocean, Western",2014,32975
Sea catfishes NEI,"Indian Ocean, Western",2015,39754
Sea catfishes NEI,"Indian Ocean, Western",2016,38459
Sea catfishes NEI,"Indian Ocean, Western",2017,42096
Sea catfishes NEI,"Indian Ocean, Western",2018,25859.99
Sea catfishes NEI,"Indian Ocean, Western",2019,31034.56
Sea catfishes NEI,"Indian Ocean, Western",2020,27515.15
Sea catfishes NEI,"Indian Ocean, Western",2021,26741.75
Sea catfishes NEI,"Indian Ocean, Western",2022,30015.78
Sea catfishes NEI,"Indian Ocean, Western",2023,32169.52
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2014,35700
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2015,43600
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2016,42100
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2017,46081
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2018,28308.01
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2019,33972.44
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2020,30119.85
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2021,29273.25
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2022,32857.22
"Sharks, rays, skates, etc. NEI","Indian Ocean, Eastern",2023,47239
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2014,33500
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2015,37200
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2016,37500
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2017,28509
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2018,29891
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2019,31040.47
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2020,18386.84
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2021,22197.21
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2022,20207.93
"Sharks, rays, skates, etc. NEI","Indian Ocean, Western",2023,5348
Silver pomfret,"Indian Ocean, Eastern",2014,13784
Silver pomfret,"Indian Ocean, Eastern",2015,15234
Silver pomfret,"Indian Ocean, Eastern",2016,15340
Silver pomfret,"Indian Ocean, Eastern",2017,11662
Silver pomfret,"Indian Ocean, Eastern",2018,12226.94
Silver pomfret,"Indian Ocean, Eastern",2019,12697.53
Silver pomfret,"Indian Ocean, Eastern",2020,7521.16
Silver pomfret,"Indian Ocean, Eastern",2021,9079.79
Silver pomfret,"Indian Ocean, Eastern",2022,8266.07
Silver pomfret,"Indian Ocean, Eastern",2023,11232
Silver pomfret,"Indian Ocean, Western",2014,0
Silver pomfret,"Indian Ocean, Western",2015,0
Silver pomfret,"Indian Ocean, Western",2016,0
Silver pomfret,"Indian Ocean, Western",2017,0
Silver pomfret,"Indian Ocean, Western",2018,0
Silver pomfret,"Indian Ocean, Western",2019,17164.7
Silver pomfret,"Indian Ocean, Western",2020,14031.3
Silver pomfret,"Indian Ocean, Western",2021,10081.84
Silver pomfret,"Indian Ocean, Western",2022,13690.48
Silver pomfret,"Indian Ocean, Western",2023,16204.85
Skipjack tuna,"Indian Ocean, Eastern",2014,0
Skipjack tuna,"Indian Ocean, Eastern",2015,0
Skipjack tuna,"Indian Ocean, Eastern",2016,0
Skipjack tuna,"Indian Ocean, Eastern",2017,0
Skipjack tuna,"Indian Ocean, Eastern",2018,0
Skipjack tuna,"Indian Ocean, Eastern",2019,11441.3
Skipjack tuna,"Indian Ocean, Eastern",2020,9352.7
Skipjack tuna,"Indian Ocean, Eastern",2021,6720.15
Skipjack tuna,"Indian Ocean, Eastern",2022,9125.52
Skipjack tuna,"Indian Ocean, Eastern",2023,9617.28
Skipjack tuna,"Indian Ocean, Western",2014,5122.39
Skipjack tuna,"Indian Ocean, Western",2015,1499.95
Skipjack tuna,"Indian Ocean, Western",2016,2946.13
Skipjack tuna,"Indian Ocean, Western",2017,1892.78
Skipjack tuna,"Indian Ocean, Western",2018,16346.85
Skipjack tuna,"Indian Ocean, Western",2019,11823.09
Skipjack tuna,"Indian Ocean, Western",2020,8132.05
Skipjack tuna,"Indian Ocean, Western",2021,12123.21
Skipjack tuna,"Indian Ocean, Western",2022,10447.39
Skipjack tuna,"Indian Ocean, Western",2023,13026.12
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2014,130000
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2015,139700
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2016,151720
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2017,165300
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2018,176316.28
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2019,185407.82
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2020,186311.93
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2021,191633.04
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2022,196094.45
"Snappers, jobfishes NEI","Indian Ocean, Eastern",2023,222793.89
"Snappers, jobfishes NEI","Indian Ocean, Western",2014,0
"Snappers, jobfishes NEI","Indian Ocean, Western",2015,5230
"Snappers, jobfishes NEI","Indian Ocean, Western",2016,5580
"Snappers, jobfishes NEI","Indian Ocean, Western",2017,5572
"Snappers, jobfishes NEI","Indian Ocean, Western",2018,6181.22
"Snappers, jobfishes NEI","Indian Ocean, Western",2019,5427.91
"Snappers, jobfishes NEI","Indian Ocean, Western",2020,5937
"Snappers, jobfishes NEI","Indian Ocean, Western",2021,5071.91
"Snappers, jobfishes NEI","Indian Ocean, Western",2022,6098.58
"Snappers, jobfishes NEI","Indian Ocean, Western",2023,6676.31
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2014,0
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2015,4630
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2016,4953
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2017,4946
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2018,5486.78
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2019,4818.09
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2020,5270
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2021,4502.09
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2022,5413.42
Stolephorus anchovies NEI,"Indian Ocean, Eastern",2023,5831.39
Stolephorus anchovies NEI,"Indian Ocean, Western",2014,0
Stolephorus anchovies NEI,"Indian Ocean, Western",2015,25982
Stolephorus anchovies NEI,"Indian Ocean, Western",2016,25271
Stolephorus anchovies NEI,"Indian Ocean, Western",2017,26620
Stolephorus anchovies NEI,"Indian Ocean, Western",2018,29875.93
Stolephorus anchovies NEI,"Indian Ocean, Western",2019,43470.56
Stolephorus anchovies NEI,"Indian Ocean, Western",2020,24415.59
Stolephorus anchovies NEI,"Indian Ocean, Western",2021,24010.49
Stolephorus anchovies NEI,"Indian Ocean, Western",2022,36349.62
Stolephorus anchovies NEI,"Indian Ocean, Western",2023,40373.64
Stomatopods NEI,"Indian Ocean, Eastern",2014,0
Stomatopods NEI,"Indian Ocean, Eastern",2015,37400
Stomatopods NEI,"Indian Ocean, Eastern",2016,36300
Stomatopods NEI,"Indian Ocean, Eastern",2017,38239
Stomatopods NEI,"Indian Ocean, Eastern",2018,42916.07
Stomatopods NEI,"Indian Ocean, Eastern",2019,62444.44
Stomatopods NEI,"Indian Ocean, Eastern",2020,35072.41
Stomatopods NEI,"Indian Ocean, Eastern",2021,34490.51
Stomatopods NEI,"Indian Ocean, Eastern",2022,52215.38
Stomatopods NEI,"Indian Ocean, Eastern",2023,56698.22
Streaked seerfish,"Indian Ocean, Eastern",2014,24266
Streaked seerfish,"Indian Ocean, Eastern",2015,25694
Streaked seerfish,"Indian Ocean, Eastern",2016,13861
Streaked seerfish,"Indian Ocean, Eastern",2017,14784
Streaked seerfish,"Indian Ocean, Eastern",2018,9636
Streaked seerfish,"Indian Ocean, Eastern",2019,8602
Streaked seerfish,"Indian Ocean, Eastern",2020,4381
Streaked seerfish,"Indian Ocean, Eastern",2021,6701
Streaked seerfish,"Indian Ocean, Eastern",2022,10535
Streaked seerfish,"Indian Ocean, Eastern",2023,11022.31
Streaked seerfish,"Indian Ocean, Western",2014,12
Streaked seerfish,"Indian Ocean, Western",2015,3
Streaked seerfish,"Indian Ocean, Western",2016,4
Streaked seerfish,"Indian Ocean, Western",2017,20
Streaked seerfish,"Indian Ocean, Western",2018,0
Streaked seerfish,"Indian Ocean, Western",2019,0
Streaked seerfish,"Indian Ocean, Western",2020,0
Streaked seerfish,"Indian Ocean, Western",2021,0
Streaked seerfish,"Indian Ocean, Western",2022,8.45
Streaked seerfish,"Indian Ocean, Western",2023,9.4
Striped bonito,"Indian Ocean, Eastern",2014,8
Striped bonito,"Indian Ocean, Eastern",2015,9
Striped bonito,"Indian Ocean, Eastern",2016,11
Striped bonito,"Indian Ocean, Eastern",2017,54
Striped bonito,"Indian Ocean, Eastern",2018,0
Striped bonito,"Indian Ocean, Eastern",2019,0
Striped bonito,"Indian Ocean, Eastern",2020,0
Striped bonito,"Indian Ocean, Eastern",2021,0
Striped bonito,"Indian Ocean, Eastern",2022,8.55
Striped bonito,"Indian Ocean, Eastern",2023,9
Striped bonito,"Indian Ocean, Western",2014,352.57
Striped bonito,"Indian Ocean, Western",2015,254.78
Striped bonito,"Indian Ocean, Western",2016,156.99
Striped bonito,"Indian Ocean, Western",2017,354.03
Striped bonito,"Indian Ocean, Western",2018,0
Striped bonito,"Indian Ocean, Western",2019,102
Striped bonito,"Indian Ocean, Western",2020,46
Striped bonito,"Indian Ocean, Western",2021,480
Striped bonito,"Indian Ocean, Western",2022,337.72
Striped bonito,"Indian Ocean, Western",2023,38
Striped marlin,"Indian Ocean, Eastern",2014,697.43
Striped marlin,"Indian Ocean, Eastern",2015,527.22
Striped marlin,"Indian Ocean, Eastern",2016,321.04
Striped marlin,"Indian Ocean, Eastern",2017,753.97
Striped marlin,"Indian Ocean, Eastern",2018,0
Striped marlin,"Indian Ocean, Eastern",2019,453
Striped marlin,"Indian Ocean, Eastern",2020,457
Striped marlin,"Indian Ocean, Eastern",2021,521.87
Striped marlin,"Indian Ocean, Eastern",2022,367.18
Striped marlin,"Indian Ocean, Eastern",2023,381
Striped marlin,"Indian Ocean, Western",2014,0
Striped marlin,"Indian Ocean, Western",2015,414
Striped marlin,"Indian Ocean, Western",2016,0
Striped marlin,"Indian Ocean, Western",2017,10.7
Striped marlin,"Indian Ocean, Western",2018,15.47
Striped marlin,"Indian Ocean, Western",2019,0
Striped marlin,"Indian Ocean, Western",2020,0
Striped marlin,"Indian Ocean, Western",2021,0
Striped marlin,"Indian Ocean, Western",2022,0
Striped marlin,"Indian Ocean, Western",2023,0
Swordfish,"Indian Ocean, Eastern",2014,0
Swordfish,"Indian Ocean, Eastern",2015,0
Swordfish,"Indian Ocean, Eastern",2016,0
Swordfish,"Indian Ocean, Eastern",2017,43.99
Swordfish,"Indian Ocean, Eastern",2018,4.12
Swordfish,"Indian Ocean, Eastern",2019,0
Swordfish,"Indian Ocean, Eastern",2020,0
Swordfish,"Indian Ocean, Eastern",2021,0
Swordfish,"Indian Ocean, Eastern",2022,0
Swordfish,"Indian Ocean, Eastern",2023,0
Swordfish,"Indian Ocean, Western",2014,1615.5
Swordfish,"Indian Ocean, Western",2015,1962.62
Swordfish,"Indian Ocean, Western",2016,3389.49
Swordfish,"Indian Ocean, Western",2017,2094.18
Swordfish,"Indian Ocean, Western",2018,1360.62
Swordfish,"Indian Ocean, Western",2019,827.27
Swordfish,"Indian Ocean, Western",2020,216
Swordfish,"Indian Ocean, Western",2021,358.61
Swordfish,"Indian Ocean, Western",2022,315.58
Swordfish,"Indian Ocean, Western",2023,680
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2014,233.89
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2015,299.53
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2016,473.1
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2017,368.48
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2018,1516.12
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2019,1483.07
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2020,298.35
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2021,1176.63
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2022,1035.49
Threadfin and dwarf breams NEI,"Indian Ocean, Eastern",2023,1657
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2014,53431
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2015,62764
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2016,65699
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2017,60849
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2018,70778.19
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2019,59033.63
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2020,47374.31
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2021,56094.79
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2022,76646.22
Threadfin and dwarf breams NEI,"Indian Ocean, Western",2023,83782.06
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2014,1299
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2015,1530
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2016,1328
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2017,1469
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2018,1090.7
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2019,1238.36
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2020,869.34
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2021,876.16
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2022,1085.24
"Threadfins, tasselfishes NEI","Indian Ocean, Western",2023,1191.96
Tuna-like fishes NEI,"Indian Ocean, Eastern",2014,8200
Tuna-like fishes NEI,"Indian Ocean, Eastern",2015,9500
Tuna-like fishes NEI,"Indian Ocean, Eastern",2016,8400
Tuna-like fishes NEI,"Indian Ocean, Eastern",2017,9295
Tuna-like fishes NEI,"Indian Ocean, Eastern",2018,6901.3
Tuna-like fishes NEI,"Indian Ocean, Eastern",2019,7835.64
Tuna-like fishes NEI,"Indian Ocean, Eastern",2020,5500.66
Tuna-like fishes NEI,"Indian Ocean, Eastern",2021,5543.84
Tuna-like fishes NEI,"Indian Ocean, Eastern",2022,6866.76
Tuna-like fishes NEI,"Indian Ocean, Eastern",2023,16043
Unicorn cod,"Indian Ocean, Western",2014,300
Unicorn cod,"Indian Ocean, Western",2015,190
Unicorn cod,"Indian Ocean, Western",2016,80
Unicorn cod,"Indian Ocean, Western",2017,241
Unicorn cod,"Indian Ocean, Western",2018,62.29
Unicorn cod,"Indian Ocean, Western",2019,68.22
Unicorn cod,"Indian Ocean, Western",2020,8.16
Unicorn cod,"Indian Ocean, Western",2021,9.64
Unicorn cod,"Indian Ocean, Western",2022,5.19
Unicorn cod,"Indian Ocean, Western",2023,5.85
Various squids NEI,"Indian Ocean, Eastern",2014,95
Various squids NEI,"Indian Ocean, Eastern",2015,66
Various squids NEI,"Indian Ocean, Eastern",2016,28
Various squids NEI,"Indian Ocean, Eastern",2017,84
Various squids NEI,"Indian Ocean, Eastern",2018,21.71
Various squids NEI,"Indian Ocean, Eastern",2019,23.78
Various squids NEI,"Indian Ocean, Eastern",2020,2.84
Various squids NEI,"Indian Ocean, Eastern",2021,3.36
Various squids NEI,"Indian Ocean, Eastern",2022,1.81
Various squids NEI,"Indian Ocean, Eastern",2023,1.88
Various squids NEI,"Indian Ocean, Western",2014,0
Various squids NEI,"Indian Ocean, Western",2015,14122
Various squids NEI,"Indian Ocean, Western",2016,17236
Various squids NEI,"Indian Ocean, Western",2017,19770
Various squids NEI,"Indian Ocean, Western",2018,17898.38
Various squids NEI,"Indian Ocean, Western",2019,16912.39
Various squids NEI,"Indian Ocean, Western",2020,10951.86
Various squids NEI,"Indian Ocean, Western",2021,11338.79
Various squids NEI,"Indian Ocean, Western",2022,16391.18
Various squids NEI,"Indian Ocean, Western",2023,18750.96
Wahoo,"Indian Ocean, Eastern",2014,0
Wahoo,"Indian Ocean, Eastern",2015,80100
Wahoo,"Indian Ocean, Eastern",2016,97650
Wahoo,"Indian Ocean, Eastern",2017,112004
Wahoo,"Indian Ocean, Eastern",2018,101400.62
Wahoo,"Indian Ocean, Eastern",2019,95814.61
Wahoo,"Indian Ocean, Eastern",2020,62046.14
Wahoo,"Indian Ocean, Eastern",2021,64238.21
Wahoo,"Indian Ocean, Eastern",2022,92861.82
Wahoo,"Indian Ocean, Eastern",2023,101849.29
Wahoo,"Indian Ocean, Western",2014,34.44
Wahoo,"Indian Ocean, Western",2015,234.7
Wahoo,"Indian Ocean, Western",2016,112.22
Wahoo,"Indian Ocean, Western",2017,126.38
Wahoo,"Indian Ocean, Western",2018,0
Wahoo,"Indian Ocean, Western",2019,519.01
Wahoo,"Indian Ocean, Western",2020,118
Wahoo,"Indian Ocean, Western",2021,0
Wahoo,"Indian Ocean, Western",2022,226.56
Wahoo,"Indian Ocean, Western",2023,409
Wolf-herrings NEI,"Indian Ocean, Eastern",2014,65.56
Wolf-herrings NEI,"Indian Ocean, Eastern",2015,220.3
Wolf-herrings NEI,"Indian Ocean, Eastern",2016,110.8
Wolf-herrings NEI,"Indian Ocean, Eastern",2017,141.62
Wolf-herrings NEI,"Indian Ocean, Eastern",2018,0
Wolf-herrings NEI,"Indian Ocean, Eastern",2019,99
Wolf-herrings NEI,"Indian Ocean, Eastern",2020,259
Wolf-herrings NEI,"Indian Ocean, Eastern",2021,0
Wolf-herrings NEI,"Indian Ocean, Eastern",2022,229.44
Wolf-herrings NEI,"Indian Ocean, Eastern",2023,99
Wolf-herrings NEI,"Indian Ocean, Western",2014,14200
Wolf-herrings NEI,"Indian Ocean, Western",2015,12000
Wolf-herrings NEI,"Indian Ocean, Western",2016,12500
Wolf-herrings NEI,"Indian Ocean, Western",2017,13144
Wolf-herrings NEI,"Indian Ocean, Western",2018,10198.88
Wolf-herrings NEI,"Indian Ocean, Western",2019,11963.83
Wolf-herrings NEI,"Indian Ocean, Western",2020,7210.58
Wolf-herrings NEI,"Indian Ocean, Western",2021,13307.54
Wolf-herrings NEI,"Indian Ocean, Western",2022,14305.76
Wolf-herrings NEI,"Indian Ocean, Western",2023,15746.62
Yellowfin tuna,"Indian Ocean, Eastern",2014,6082
Yellowfin tuna,"Indian Ocean, Eastern",2015,4922
Yellowfin tuna,"Indian Ocean, Eastern",2016,5157
Yellowfin tuna,"Indian Ocean, Eastern",2017,5422
Yellowfin tuna,"Indian Ocean, Eastern",2018,4207.12
Yellowfin tuna,"Indian Ocean, Eastern",2019,4935.17
Yellowfin tuna,"Indian Ocean, Eastern",2020,2974.42
Yellowfin tuna,"Indian Ocean, Eastern",2021,5489.46
Yellowfin tuna,"Indian Ocean, Eastern",2022,5901.24
Yellowfin tuna,"Indian Ocean, Eastern",2023,6549.11
Yellowfin tuna,"Indian Ocean, Western",2014,11039.98
Yellowfin tuna,"Indian Ocean, Western",2015,6869.99
Yellowfin tuna,"Indian Ocean, Western",2016,6717.04
Yellowfin tuna,"Indian Ocean, Western",2017,5172.06
Yellowfin tuna,"Indian Ocean, Western",2018,16112.07
Yellowfin tuna,"Indian Ocean, Western",2019,13778.25
Yellowfin tuna,"Indian Ocean, Western",2020,7961.73
Yellowfin tuna,"Indian Ocean, Western",2021,11194.49
Yellowfin tuna,"Indian Ocean, Western",2022,7876.29
Yellowfin tuna,"Indian Ocean, Western",2023,8915.93
